Número de catálogo,Autor,Título,Fecha,Técnica,Soporte,Dimensión,Serie,Procedencia,UrlImagen
P002309,"Dughet, Gaspard",Paisaje con tres figuras,1648 - 1650,Óleo,Lienzo,Alto:72cm.;Ancho:95cm.,None,"Colección Real (colección Felipe V, Palacio de La Granaja de San Ildefonso, Segovia, 1727; col. Felipe V, La Granja, pieza donde está la cama de repuesto, 1746, nº 386; Palacio de Aranjuez, Madrid, pieza de tocador, 1794, nº 386; Aranjuez, tocador de la reina, 1818, nº 386, Aranjuez, cuarto del Sm. I. Infante D. Carlos)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/d7/d72e/d72edb81-79f2-45db-9d90-537544a96bb6/a91f3496-da94-4a2b-8764-3ad4dd9c683b_832.jpg
P002310,"Poussin, Nicolas",Paisaje con edificios,1648 - 1651,Óleo,Lienzo,Alto:120cm.;Ancho:187cm.,None,"Colección Real (colección Jacques Meijers, Rotterdam, 1722, nº 3; adquirido por Felipe V; col. Felipe V, Palacio de La Granja de San Ildefonso, Segovia, 1727; col. Felipe V, La Granja, salón donde comían sus Majestades, 1746, nº 190; La Granja, 1794, nº 190; La Granja, 1814-1818, nº 190).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/d3/d389/d389005c-905f-4b54-8bd6-935c059ff0d1/d9d7b68b-8248-4fe7-8cea-4f6abb99e6b8_832.jpg
P001185,"Velázquez, Diego Rodríguez de Silva y",Felipe IV anciano,Hacia  1653,Óleo,Lienzo,"Alto:69,3cm.;Ancho:56,5cm.",None,"Colección Real (colección Felipe V, Quinta del duque del Arco, El Pardo-Madrid, pieza sexta que sirve de gabinete, 1745, ¿nº 105?; Quinta del duque del Arco, pieza sexta del gabinete, 1794, nº 121; Real Academia de Bellas Artes de San Fernando, Madrid, 1816-1827).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/34/3460/34601a9f-e7b0-4d0a-893c-8b9dee52ab63/df673095-5319-4b01-bad9-dcf2f0ef72d5_832.jpg
P001219,"Velázquez, Diego Rodríguez de Silva y(Taller de)","Felipe IV armado, con un león a los pies",Hacia  1653,Óleo,Lienzo,"Alto:234cm.;Ancho:131,5cm.",None,"Colección Real (Real Monasterio de San Lorenzo, El Escorial-Madrid, 1667-1847)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/20/20fe/20fec2d1-e6ce-4af8-ab91-b62c532c870c/a034f244-a906-4d5b-9a13-299648fd4498_832.jpg
P002402,"Bourdon, Sébastien",La reina Cristina de Suecia,Hacia  1653,Óleo,Lienzo,Alto:105cm.;Ancho:98cm.,None,"Colección Real (Real Alcázar, Madrid, bóvedas que caen a la Priora-Pieza de la Torre, 1686, s.n.; Real Alcázar, Madrid, pieza de la Torre-bóvedas que caen a la Priora, 1700, nº 353; Palacio del Buen Retiro, Madrid, 1794, nº 627).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/b8/b86e/b86e0fcb-65fc-42c8-a579-f106f3cb4301/2cae90e9-1a62-4d11-9d1b-349ed8c5f44d_832.jpg
P002708,"Herrera Barnuevo, Sebastián de",La Coronación de la Virgen,Hacia  1653,Óleo,Lienzo,Alto:52cm.;Ancho:62cm.,None,"Legado Pablo Bosch y Barrau, 1916",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ef/ef4e/ef4e4edb-e66e-4b35-abbb-cdf6968f295f/a4352baf-ba43-4bf2-b329-f9f1837dca1b_832.jpg
P000154,"Giordano, Luca",El sacrificio de Isaac,Hacia  1653,Óleo,Lienzo,Alto:85cm.;Ancho:124cm.,None,"Colección Real (colección Isabel Farnesio, Palacio de La Granja de San Ildefonso, Segovia, pieza de la chimenea, 1746, nº 599; La Granja, pieza de vestir, 1766, nº 599; Palacio Real de Aranjuez, Madrid, pieza de dormir los Reyes, 1794, nº 599; Aranjuez, despacho y dormitorio del rey, 1818, nº 599).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/fc/fceb/fceb6dfc-8c70-4e15-bcd9-f6ca3920511c/7da531c7-513d-49c4-a454-ba6cab4884c1_832.jpg
P000156,"Giordano, Luca",Jacob y Raquel en el pozo,Hacia  1653,Óleo,Lienzo,"Alto:86,5cm.;Ancho:123,6cm.",None,"Colección Real (colección Isabel Farnesio, Palacio de La Granja de San Ildefonso, Segovia, pieza de la chimenea, 1746, nº 600; La Granja, pieza de vestir, 1766, nº 600; Palacio de Aranjuez, Madrid, pieza de dormir los Reyes, 1794, nº 600; Aranjuez, despacho y dormitorio del rey, 1818, nº 600).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/f0/f049/f049179d-f1c2-4570-abcd-68cae85d20a1/b241dc9b-468b-4e10-9bbb-ec9c41a5f4c1_832.jpg
P001508,"Eyck, Gaspar van",Combate naval entre turcos y malteses,1649,Óleo,Lienzo,Alto:87cm.;Ancho:118cm.,None,Colección Real,https://content3.cdnprado.net/imagenes/Documentos/imgsem/b0/b070/b07036f6-e225-4e0f-9faa-cbf6bc343cd5/fac367f2-6f90-40ce-aced-f140f4feb385_832.jpg
P001509,"Eyck, Gaspar van",Marina,1649,Óleo,Lienzo,Alto:87cm.;Ancho:118cm.,None,Colección Real,https://content3.cdnprado.net/imagenes/Documentos/imgsem/03/0356/0356d655-6c70-4e86-af4a-350531eba77c/9d8d128c-bcbe-4116-b37c-992ad2310f0e_832.jpg
P001528,"Fyt, Jan",Caza muerta con un perro,1649,Óleo,Lienzo,Alto:72cm.;Ancho:121cm.,None,"Colección Real (Real Palacio, Madrid, primera sala de la Furriera, 1747, nº 141; Palacio Real Nuevo, Madrid, Retrete del rey, 1772, nº 141; Palacio Real Nuevo, pieza de comer, 1794, s.n.; Palacio Real, Madrid, pieza de comer, 1814-1818, nº 141).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/d4/d4a9/d4a9cd3e-d7e3-4e8e-a410-04289750367f/6b11b024-3ab3-4f5c-b3e6-f5db6731cc00_832.jpg
P001730,"Ryckaert, David (III)",El alquimista,1649,Óleo,Tabla,Alto:58cm.;Ancho:86cm.,None,"Colección Real (colección Isabel Farnesio, Palacio de La Granja de San Ildefonso, Segovia, dormitorio de sus majestades, 1746, nº 74; La Granja, dormitorio, 1766, nº 74; Palacio de Aranjuez, Madrid, pieza de trucos, 1794, nº 74; Aranjuez, séptima pieza del cuarto del príncipe, 1818, nº 74).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/c7/c74e/c74ee957-a60a-4fe3-873a-15c6b53fe2e1/1f31c562-99bc-45d0-9bac-491df5694a40_832.jpg
P001883,"Meulener, Pieter",Choque de caballería,1649,Óleo,Lámina de cobre,Alto:37cm.;Ancho:50cm.,None,"Colección Real (colección Felipe V, Quinta del duque del Arco, El Pardo-Madrid, séptima pieza, 1745, [nº 209]; Quinta del duque del Arco, pieza sexta de gabinete, 1794, nº 132).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/47/47e7/47e74e38-e0b9-4b6f-b339-6585d713d881/5605d999-311a-4a91-b887-d6f3ba91043a_832.jpg
P003658,"Hiepes, Tomás",Bodegón de uvas,1649,Óleo,Lienzo,Alto:29cm.;Ancho:43cm.,None,"Donación María Dionisia Vives y Zires, duquesa de Pastrana, 1889.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/f0/f0a7/f0a74fa9-a7b1-40f8-a68a-165fafc404bf/28503ea4-967a-465f-a82a-893d2164cb93_832.jpg
P003999,"Hiepes, Tomás",Bodegón de higos,1649,Óleo,Lienzo,Alto:29cm.;Ancho:43cm.,None,"Donación María Dionisia Vives y Zires, duquesa de Pastrana, 1889.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ae/ae3e/ae3ee1aa-d346-44ce-aaa4-d5335e87fcd4/f9cd0a6b-fb46-4950-9acd-221026e55536_832.jpg
P004933,"Camilo, Francisco","El Apóstol Santiago a caballo, o Santiago Matamoros",1649,Óleo,Lienzo,Alto:263cm.;Ancho:178cm.,None,"Rascafría (Madrid), Cartuja de Santa María de El Paular; Museo de la Trinidad.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/cc/cc59/cc593ac0-b3bf-428d-90fa-87f9a7d80294/4ae10918-01ea-48e7-9baa-7e9e2d16e397_832.jpg
P003661,"Raeth, Ignacio",Alegoría de las Artes y las Ciencias,1649,Óleo,Lienzo,Alto:82cm.;Ancho:116cm.,None,"Donación María Dionisia Vives y Zires, duquesa de Pastrana, 1889",https://content3.cdnprado.net/imagenes/Documentos/imgsem/e2/e223/e22337a1-c25a-403e-81a3-7987af9b78b6/932cd2f3-7dcb-4ab7-a939-3229480a2498_832.jpg
P000205,Guercino,El Amor desinteresado,Hacia  1654,Óleo,Lienzo,Alto:99cm.;Ancho:75cm.,None,"Colección Real (Real Alcázar, Madrid, cuarto bajo- pieza del despacho de verano en cuyo techo esta pintado Apolo, 1700, nº 282; Real Alcázar, Madrid, cuarto nuevo de la Reina, 1703, s. n.; Palacio Real Nuevo, Madrid, antecámara de la serenísima infanta, 1772, nº 993; ¿Palacio Real, Madrid, habitación del infante don Carlos-sexta pieza, 1814-1818, nº 993?).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/70/70a1/70a11b54-0e45-4f93-a4c3-080517ca1bc9/5c96e8a6-e039-4f55-88b3-42cc8ad9029f_832.jpg
P001739,"Snayers, Peter",Ataque nocturno a Lille,1650,Óleo,Lienzo,Alto:181cm.;Ancho:267cm.,None,"Colección Real (adquirida por Isabel Farnesio, 1746-1759; Madrid, 1759; Palacio de Buenavista, 1766, nº 36-41; Palacio de Aranjuez, Madrid, cuarto del príncipe-pieza de la misa, 1794, s. n.)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/c6/c642/c642f70c-7d48-4bd5-b323-51df35309dfc/9ef5d285-41aa-4c62-a3eb-d000bae55065_832.jpg
P001743,"Snayers, Peter",Toma de Breda,1650,Óleo,Lienzo,Alto:189cm.;Ancho:263cm.,None,"Colección Real (colección Isabel Farnesio, Palacio de La Granja de San Ildefonso, Segovia, antecámara del rey, 1746, nº 586; La Granja, pieza de comer su majestad, 1766, nº 586; Palacio de Aranjuez, Madrid, pieza de trucos, 1794, nº 586; Aranjuez, pieza de trucos, 1818, nº 586). Ingresó en el Museo en 1848.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/0d/0db6/0db694b2-8a2c-4cc2-a697-cfa2a56af061/dfdff020-c5c7-4ed3-9f2b-76033c5c4b34_832.jpg
P007858,"Velázquez, Diego Rodríguez de Silva y",Ferdinando Brandani,1650,Óleo,Lienzo,"Alto:50,5cm.;Ancho:47cm.",None,"Edmund Davis, Chilham Castle (Inglaterra), 1939; Subasta en Christie's Londres, 1939; colección Fenouil; Wildenstein & Co., París y Nueva York; adquisición por el Museo del Prado a través de los anticuarios Wildenstein & Co., Nueva York, 2003.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/b6/b6dd/b6dd29d3-0e43-4bce-875f-598deaf64ced/062507d7-608b-43e6-8d6c-3f0630eab256_832.jpg
P006891,"Meulener, Pieter",Choque de caballería,1650,Óleo,Tabla,Alto:32cm.;Ancho:48cm.,None,"Adquirido a Lorenzo Milans del Bosch para el Museo del Prado, 1982.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/8d/8d74/8d74f0ba-344d-4e3a-ae74-21972dbc6521/6f8a674d-2311-4934-87ad-9b722e19efbd_832.jpg
P000988,"Murillo, Bartolomé Esteban",San Jerónimo leyendo,1650 - 1652,Óleo,Lienzo,Alto:125cm.;Ancho:109cm.,None,"Colección Real (colección Isabel de Farnesio, Palacio de La Granja de San Ildefonso, Segovia, pieza donde se dice misa, 1746, nº 628; La Granja, piezas del despacho, 1766, nº 628; Palacio de Aranjuez, Madrid, pieza de tocador, 1794, nº 628).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/cb/cb2d/cb2d63fb-5686-47f2-9506-a9963164d52b/a579ce92-09a4-4417-ba9f-741674fa2bd9_832.jpg
P002145,"Wouwerman, Philips",Un montero,1650 - 1653,Óleo,Tabla,"Alto:34,7cm.;Ancho:31,5cm.",None,"Colección real (colección Isabel Farnesio, Palacio de La Granja de San Ildefonso, Segovia, antecámara de la reina, 1746, nº 362; La Granja, pieza de escribir detrás del dormitorio, 1766, nº 362; Palacio de Aranjuez, Madrid, pieza en que el rey duerme la siesta, 1794, nº 362; Aranjuez, despacho y dormitorio del rey, 1818, nº 362).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/11/1147/11471d12-faf4-4bbd-b325-c19b332fc360/e51e9dfa-980b-43bc-b732-26f86a269b1d_832.jpg
P000975,"Murillo, Bartolomé Esteban",La Virgen del Rosario,1650 - 1655,Óleo,Lienzo,Alto:166cm.;Ancho:112cm.,None,"Colección Real (Palacio Real, Madrid, cuarto del capitán de guardias, 1814-1818, nº 275; Real Monasterio de San Lorenzo, El Escorial, Madrid, 1819-1827).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/eb/eb5f/eb5f85ec-f95d-4709-ab09-693206bfb3f5/51b437e6-18e9-4ed3-8eb8-676bf134eabe_832.jpg
P002153,"Wouwerman, Philips",Choque de caballería,1650 - 1655,Óleo,Lienzo,Alto:49cm.;Ancho:54cm.,None,"Colección Real (colección Felipe V, Palacio de La Granja de San Ildefonso, Segovia, 1727; col. Felipe V, La Granja, 1746, nº 156; Palacio de Aranjuez, Madrid, gabinete contiguo a los retretes, 1794, nº 156; Palacio Real, Madrid, habitación del infante don Carlos-sexta pieza, 1814-1818, nº 156).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/16/1677/16778736-bdd7-436f-8a2a-8b26aabaa979/cc90c6ea-0719-431c-9b4e-a93a830f6186_832.jpg
P000968,"Murillo, Bartolomé Esteban",Santa Ana enseñando a leer a la Virgen,Hacia  1655,Óleo,Lienzo,Alto:219cm.;Ancho:165cm.,None,"Colección Real (colección Isabel de Farnesio, Palacio de La Granja de San Ildefonso, Segovia, 1746, nº 1040; Madrid, 1759, nº 1040; devuelto a La Granja entre 1759-1766; La Granja, pieza de comer, 1766, nº 1040; Palacio de Aranjuez, Madrid, pieza de escuela de las señoras infantas, 1794, nº 1040; Aranjuez, pieza de vestir la reina, 1818, nº 1040).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/f1/f10d/f10dc28e-3273-4b71-a67d-ad120e14a2d3/5599736e-7d7b-4917-9486-7f0822a1c917_832.jpg
P000978,"Murillo, Bartolomé Esteban",Aparición de la Virgen a san Bernardo,Hacia  1655,Óleo,Lienzo,Alto:311cm.;Ancho:249cm.,None,"Colección Real (colección Isabel de Farnesio, Palacio de La Granja de San Ildefonso, Segovia, dormitorio de sus Majestades, 1746, nº 646; La Granja, dormitorio, 1774, nº 646; Palacio Real Nuevo, Madrid, pieza del Oratorio, 1794, nº 646; Palacio Real, Madrid, pieza de oratorio, 1814-1818, nº 646).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/87/87dd/87ddb7c7-13e0-4ac6-a48a-75ae713dd7c8/54e3d030-a71d-4c91-b100-4498db871039_832.jpg
P000979,"Murillo, Bartolomé Esteban",Aparición de la Virgen a san Ildefonso,Hacia  1655,Óleo,Lienzo,Alto:309cm.;Ancho:259cm.,None,"Colección Real (colección Isabel de Farnesio, Palacio de La Granja de San Ildefonso, Segovia, dormitorio de sus Majestades, 1746, nº 647; La Granja, dormitorio, 1774, nº 647; Palacio Real Nuevo, Madrid, pieza del oratorio, 1794, nº 647; Palacio Real, Madrid, pieza de oratorio, 1814-1818, nº 647).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/a5/a5f6/a5f69627-7928-4970-a1b4-3f4d0f656c32/d1540b5a-82b4-4147-8cb4-12a3f186f97d_832.jpg
P000989,"Murillo, Bartolomé Esteban",El apóstol Santiago,Hacia  1655,Óleo,Lienzo,Alto:134cm.;Ancho:107cm.,None,"Colección Real (Adquirido en la venta del marqués de la Ensenada, 1769; Palacio Real Nuevo, Madrid, segundo gabinete, 1794, s.n.; Palacio Real, Madrid, tercer gabinete-paso a la librería, 1814-1818, s.n.).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/c2/c2c3/c2c3450b-6c74-4193-9c46-d2fa625c825c/b934926a-c4bc-480b-81ff-c2a001a75f2e_832.jpg
P001220,"Velázquez, Diego Rodríguez de Silva y(Taller de)","Felipe IV, orante",Hacia  1655,Óleo,Lienzo,Alto:209cm.;Ancho:147cm.,None,"Colección Real (Real Monasterio de San Lorenzo, El Escorial-Madrid, Iglesia Vieja, 1837).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/d0/d071/d071b6cb-ca00-451d-be36-6326b8306114/4b84ef9b-20e7-483d-86e3-b0b732390c9c_832.jpg
P001222,"Velázquez, Diego Rodríguez de Silva y(Taller de)","Mariana de Austria, orante",Hacia  1655,Óleo,Lienzo,Alto:209cm.;Ancho:147cm.,None,"Colección Real (Real Monasterio de San Lorenzo, El Escorial-Madrid, Iglesia Vieja, 1837).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/64/6455/6455a33a-bf30-4530-96e5-2ed1822fa243/e4976f4c-ab73-46ce-ac80-1e7c47719431_832.jpg
P001797,"Teniers, David",El rey bebe,1650 - 1660,Óleo,Lámina de cobre,Alto:58cm.;Ancho:70cm.,None,"Colección Real (Palacio Real Nuevo, Madrid, retrete [1º], 1794, s.n.; Palacio Real, Madrid, retrete a la inglesa, 1814-1818, s.n.).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/24/2460/2460dec5-a544-4d7b-a82a-2e64856b7d5c/b08ebe00-c6de-49d6-94d9-5600f573fb9c_832.jpg
P002228,Anónimo,"Retrato de una infanta (La archiduquesa Leonora, niña)",Hacia  1655,Óleo,Lienzo,Alto:162cm.;Ancho:93cm.,"Proyecto de Sala de Retratos de los Reyes de la Casa de Austria y Borbón, Real Museo","Colección Real (Casa del Nuevo Rezado, 1847, desde donde se envió al Real Museo).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/d0/d0e7/d0e782d5-3cd2-481c-80c0-d6a6255ed85f/0ac389a2-5dd7-489e-b647-4020ad683bdf_832.jpg
P002510,"Rizi, Fray Juan Andrés",San Benito bendiciendo el pan,Hacia  1655,Óleo,Lienzo,Alto:168cm.;Ancho:148cm.,None,"Burgos, Monasterio de San Juan Bautista, de monjes benedictinos, iglesia; Museo de la Trinidad.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/61/6161/61618ae9-09a0-4479-a5bd-84e91db0e2e5/0571831f-23ad-4402-93cc-e5e6d7aee976_832.jpg
P003149,"Valdés Leal, Juan de",San Miguel Arcángel,Hacia  1655,Óleo,Lienzo,Alto:205cm.;Ancho:109cm.,None,"Legado Concepción de Rábago y Fernández, Viuda de Jiménez Díaz, 1970",https://content3.cdnprado.net/imagenes/Documentos/imgsem/f8/f8d6/f8d6b03a-e6c1-4d1f-9021-694ce741fec3/dea3c069-c1a2-476d-a9c7-c356613fd6e9_832.jpg
P003472,"Crayer, Gaspar de",San Antonio de Padua con el Niño Jesús,Hacia  1655,Óleo,Lienzo,Alto:271cm.;Ancho:175cm.,"Santos Fundadores. Convento de San Francisco, Burgos.","Convento de San Francisco, claustro, Burgos; Museo de la Trinidad.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/67/67e5/67e560ec-3c55-4f84-85ec-388518588028/c5189626-2f37-40f0-8b7b-d2256b54d367_832.jpg
P003475,"Crayer, Gaspar de",San Agustín,Hacia  1655,Óleo,Lienzo,Alto:273cm.;Ancho:176cm.,"Santos Fundadores. Convento de San Francisco, Burgos.","Convento de San Francisco, claustro, Burgos; Museo de la Trinidad.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/5a/5ab1/5ab12714-9695-4d41-8ddd-3f70c1b3b60a/39533459-d24e-471f-9f9a-e6c4006271f6_832.jpg
P003474,"Crayer, Gaspar de",Santo Domingo de Guzmán,Hacia  1655,Óleo,Lienzo,Alto:273cm.;Ancho:176cm.,"Santos Fundadores. Convento de San Francisco, Burgos.","Convento de San Francisco, claustro, Burgos; Museo de la Trinidad",https://content3.cdnprado.net/imagenes/Documentos/imgsem/e9/e931/e931d34d-b93c-431b-84cb-cd9772a31ead/efc19bb1-c33f-4884-bbd0-943b4792ff9a_832.jpg
P003476,"Crayer, Gaspar de",San Juan Bautista,Hacia  1655,Óleo,Lienzo,Alto:271cm.;Ancho:177cm.,"Santos Fundadores. Convento de San Francisco, Burgos.","Convento de San Francisco, claustro, Burgos; Museo de la Trinidad",https://content3.cdnprado.net/imagenes/Documentos/imgsem/c9/c907/c9075b1d-14f5-469f-b0ea-14a655d877d9/658ac350-a5c2-4466-9fd5-17169d05291a_832.jpg
P004717,"Bourdon, Sébastien",La serpiente de metal,1650 - 1660,Óleo,Lienzo,Alto:113cm.;Ancho:151cm.,None,"Comprado por el coleccionista Brunov en Lodres en 1946. Legado por Katy Brunov al Museo del Prado, 1979",https://content3.cdnprado.net/imagenes/Documentos/imgsem/d5/d5ad/d5ad6d17-ea2a-4757-9a9e-d5645aebb74b/9d3f9cb6-ce35-4547-aa16-bc7eb96f3188_832.jpg
P005198,"Crayer, Gaspar de",San Ambrosio,Hacia  1655,Óleo,Lienzo,Alto:271cm.;Ancho:175cm.,"Santos Fundadores. Convento de San Francisco, Burgos.","Burgos, Convento de San Francisco, claustro; Museo de la Trinidad",https://content3.cdnprado.net/imagenes/Documentos/imgsem/a6/a6a4/a6a4a74c-908d-440c-a2f4-2995e144b602/a510640d-e439-400b-a794-5cd38015f25b_832.jpg
P006392,"Jordaens, Jacques",La Piedad,1650 - 1660,Óleo,Lienzo,Alto:221cm.;Ancho:169cm.,None,"Iglesia de San Alberto de Sevilla; adquirido a Juan Baldrich Alvira (Barcelona), 1981",https://content3.cdnprado.net/imagenes/Documentos/imgsem/05/05d1/05d1877d-11c5-4eb6-a0cf-6ff315ed351e/c620b2c8-ce72-4133-a88f-dc499bf72a81_832.jpg
P007776,"Zurbarán, Francisco de",Alegoría de la Caridad,Hacia  1655,Óleo,Lienzo,Alto:206cm.;Ancho:140cm.,None,"Adquisición, 1997",https://content3.cdnprado.net/imagenes/Documentos/imgsem/95/95d3/95d3d5cc-4af1-4c0d-b03c-a9e1c1e6481f/8dcbc3c9-88bf-4a43-93d2-bc7d0de8decb_832.jpg
P007854,"Quellinus, Erasmus",El Nacimiento de la Virgen,1650 - 1660,Óleo,Lienzo,Alto:200cm.;Ancho:170cm.,None,Colección particular; adquirido en 2003,https://content3.cdnprado.net/imagenes/Documentos/imgsem/a5/a5f8/a5f8066d-521b-425d-8a84-3958777dd4d5/ad730078-8b90-42ef-8f3f-02b8bfe37b65_832.jpg
P008043,Anónimo,"Mariana de Austria, reina de España",Hacia  1655,Óleo,Lámina de cobre,"Alto (de luz):72,8mm.;Ancho (de luz):53,2mm.",None,Colección Arturo Perera y Prats; herederos de Arturo Perera y Prats; adquisición 1980.,https://content3.cdnprado.net/imagenes/Documentos/imgsem/bc/bc31/bc3147bd-51ff-4c35-8d46-3681b5e52c47/9eed6e2c-2475-4055-b4d8-c69d404ce214_832.jpg
P000002,"Albani, Francesco",El juicio de Paris,1650 - 1660,Óleo,Lienzo,Alto:113cm.;Ancho:171cm.,None,"Colección Real (Palacio Real Nuevo, Madrid, estudio de Andrés de la Calleja, 1772, nº 220; Academia de San Fernando, Madrid, sala reservada, 1827, nº 81).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/21/211c/211cc417-f1af-4fc4-87ca-f980a2633305/e808701b-26f4-490b-be07-90f6d82f30b4_832.jpg
P000079,"Dughet, Gaspard",Paisaje con cascada,1650 - 1660,Óleo,Lienzo,Alto:30cm.;Ancho:26cm.,None,"Colección Real (¿Carlo Maratti, Roma, 1712, nº 356?; Felipe V, Palacio de La Granja de San Ildefonso, Segovia, 1727; Felipe V, La Granja, pieza donde estuvo la escalera de mármol, 1746, nº 81; La Granja, 1774; La Granja, 1794, nº 81; Palacio Real, Madrid, dormitorio de príncipes-pieza décima, 1814-1818, nº 81)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/02/02f6/02f69433-4abb-4cb7-9c64-8b871361d7ad/ba78227d-6aec-469f-9336-770c0467340e_832.jpg
